Country,1.4.1_SP_ACS_BSRVH2O__ALLAREA__2019,1.4.1_SP_ACS_BSRVH2O__ALLAREA__Delta,1.4.1_SP_ACS_BSRVSAN__ALLAREA__2019,1.4.1_SP_ACS_BSRVSAN__ALLAREA__Delta,3.2.1_SH_DYN_IMRT_FEMALE__<1Y_2019,3.2.1_SH_DYN_IMRT_FEMALE__<1Y_Delta,3.2.1_SH_DYN_IMRT_BOTHSEX__<1Y_2019,3.2.1_SH_DYN_IMRT_BOTHSEX__<1Y_Delta,3.2.1_SH_DYN_IMRT_MALE__<1Y_2019,3.2.1_SH_DYN_IMRT_MALE__<1Y_Delta,3.2.1_SH_DYN_IMRTN_BOTHSEX__<1Y_2019,3.2.1_SH_DYN_IMRTN_BOTHSEX__<1Y_Delta,3.2.1_SH_DYN_IMRTN_FEMALE__<1Y_2019,3.2.1_SH_DYN_IMRTN_FEMALE__<1Y_Delta,3.2.1_SH_DYN_IMRTN_MALE__<1Y_2019,3.2.1_SH_DYN_IMRTN_MALE__<1Y_Delta,3.2.1_SH_DYN_MORT_MALE__<5Y_2019,3.2.1_SH_DYN_MORT_MALE__<5Y_Delta,3.2.1_SH_DYN_MORT_BOTHSEX__<5Y_2019,3.2.1_SH_DYN_MORT_BOTHSEX__<5Y_Delta,3.2.1_SH_DYN_MORT_FEMALE__<5Y_2019,3.2.1_SH_DYN_MORT_FEMALE__<5Y_Delta,3.2.1_SH_DYN_MORTN_BOTHSEX__<5Y_2019,3.2.1_SH_DYN_MORTN_BOTHSEX__<5Y_Delta,3.2.1_SH_DYN_MORTN_MALE__<5Y_2019,3.2.1_SH_DYN_MORTN_MALE__<5Y_Delta,3.2.1_SH_DYN_MORTN_FEMALE__<5Y_2019,3.2.1_SH_DYN_MORTN_FEMALE__<5Y_Delta,3.2.2_SH_DYN_NMRT_BOTHSEX__<1M_2019,3.2.2_SH_DYN_NMRT_BOTHSEX__<1M_Delta,3.2.2_SH_DYN_NMRTN_BOTHSEX__<1M_2019,3.2.2_SH_DYN_NMRTN_BOTHSEX__<1M_Delta,3.3.2_SH_TBS_INCD____2019,3.3.2_SH_TBS_INCD____Delta,6.2.1_SH_SAN_DEFECT__ALLAREA__2019,6.2.1_SH_SAN_DEFECT__ALLAREA__Delta,6.6.1_EN_LKRV_PWAC____2019,6.6.1_EN_LKRV_PWAC____Delta,6.6.1_EN_LKRV_PWAN____2019,6.6.1_EN_LKRV_PWAN____Delta,6.6.1_EN_LKRV_PWAP____2019,6.6.1_EN_LKRV_PWAP____Delta,6.6.1_EN_LKRV_SWAC____2019,6.6.1_EN_LKRV_SWAC____Delta,6.6.1_EN_LKRV_SWAN____2019,6.6.1_EN_LKRV_SWAN____Delta,6.6.1_EN_LKRV_SWAP____2019,6.6.1_EN_LKRV_SWAP____Delta,6.6.1_EN_RSRV_MNWAN____2019,6.6.1_EN_RSRV_MNWAN____Delta,6.6.1_EN_RSRV_MNWAP____2019,6.6.1_EN_RSRV_MNWAP____Delta,6.6.1_EN_RSRV_MXWAN____2019,6.6.1_EN_RSRV_MXWAN____Delta,6.6.1_EN_RSRV_MXWAP____2019,6.6.1_EN_RSRV_MXWAP____Delta,7.1.1_EG_ACS_ELEC__ALLAREA__2019,7.1.1_EG_ACS_ELEC__ALLAREA__Delta,7.1.1_EG_ACS_ELEC__URBAN__2019,7.1.1_EG_ACS_ELEC__URBAN__Delta,7.2.1_EG_FEC_RNEW____2019,7.2.1_EG_FEC_RNEW____Delta,7.3.1_EG_EGY_PRIM____2019,7.3.1_EG_EGY_PRIM____Delta,8.1.1_NY_GDP_PCAP____2019,8.1.1_NY_GDP_PCAP____Delta,8.4.2_EN_MAT_DOMCMPC____2019,8.4.2_EN_MAT_DOMCMPC____Delta,8.4.2_EN_MAT_DOMCMPG____2019,8.4.2_EN_MAT_DOMCMPG____Delta,8.4.2_EN_MAT_DOMCMPT____2019,8.4.2_EN_MAT_DOMCMPT____Delta,9.2.1_NV_IND_MANF____2019,9.2.1_NV_IND_MANF____Delta,9.2.1_NV_IND_MANF_CD____2019,9.2.1_NV_IND_MANF_CD____Delta,9.2.1_NV_IND_MANFPC____2019,9.2.1_NV_IND_MANFPC____Delta,10.7.4_SM_POP_REFG_OR____2019,10.7.4_SM_POP_REFG_OR____Delta,10.a.1_TM_TRF_ZERO____2019,10.a.1_TM_TRF_ZERO____Delta,11.6.2_EN_ATM_PM25__URBAN__2019,11.6.2_EN_ATM_PM25__URBAN__Delta,11.6.2_EN_ATM_PM25__ALLAREA__2019,11.6.2_EN_ATM_PM25__ALLAREA__Delta,11.6.2_EN_ATM_PM25__TSUB__2019,11.6.2_EN_ATM_PM25__TSUB__Delta,11.6.2_EN_ATM_PM25__RURAL__2019,11.6.2_EN_ATM_PM25__RURAL__Delta,15.1.1_AG_LND_FRST____2019,15.1.1_AG_LND_FRST____Delta,15.1.1_AG_LND_FRSTN____2019,15.1.1_AG_LND_FRSTN____Delta,15.1.1_AG_LND_TOTL____2019,15.1.1_AG_LND_TOTL____Delta,15.1.2_ER_PTD_TERR____2019,15.1.2_ER_PTD_TERR____Delta,15.2.1_AG_LND_FRSTBIOPHA____2019,15.2.1_AG_LND_FRSTBIOPHA____Delta,15.2.1_AG_LND_FRSTCERT____2019,15.2.1_AG_LND_FRSTCERT____Delta,15.5.1_ER_RSK_LST____2019,15.5.1_ER_RSK_LST____Delta,15.6.1_ER_CBD_ORSPGRFA____2019,15.6.1_ER_CBD_ORSPGRFA____Delta,15.6.1_ER_CBD_PTYPGRFA____2019,15.6.1_ER_CBD_PTYPGRFA____Delta,15.6.1_ER_CBD_SMTA____2019,15.6.1_ER_CBD_SMTA____Delta,17.11.1_TX_EXP_GBMRCH____2019,17.11.1_TX_EXP_GBMRCH____Delta,17.11.1_TX_IMP_GBMRCH____2019,17.11.1_TX_IMP_GBMRCH____Delta,17.12.1_TM_TAX_DMFN____2019,17.12.1_TM_TAX_DMFN____Delta,17.12.1_TM_TAX_DPRF____2019,17.12.1_TM_TAX_DPRF____Delta,17.13.1_NY_GDP_MKTP_KD_ZG____2019,17.13.1_NY_GDP_MKTP_KD_ZG____Delta,17.13.1_PA_NUS_ATLS____2019,17.13.1_PA_NUS_ATLS____Delta,17.13.1_TG_VAL_TOTL_GD_ZS____2019,17.13.1_TG_VAL_TOTL_GD_ZS____Delta,17.3.1_GF_FRN_FDI____2019,17.3.1_GF_FRN_FDI____Delta,Required Imputes,Percent Imputed,Population Index,Population,Class Label
Ghana,85.24234,1.07334,24.99607,1.16976,30.5,-1,34.5,-1.1,38.3,-1.2,30832,-513,13400,-234,17432,-279,52,-1.9,47.2,-1.9,42.2,-1.7,42193,-1244,23661,-670,18532,-574,24,-0.6,21578,-416,144,-4,17.66526,-0.15402,12.2414,0.36948,206.95929,0.68125,0.00091,0,65.87527,5.8363,434.67526,15.29399,0.00191,0.00007,5248.46523,-127.27496,0.02307,-0.00056,6344.99481,-53.09229,0.02789,-0.00023,83.5,3.1,93.8,3.9,42.6,0.47,2.78,-0.02,4.31,0.34,1.664367222,0.029547222,0.813221111,-0.019115556,50626474.89,1962605.102,11.49,-0.02,10.16,0.04,230.54,9.13,57.83917,-0.05583,71.34361,-5.436321429,50.42,-2.18003,46.04334,-1.99992,43.36725,-1.93516,40.58055,-1.83775,35.06,0.03,7978.48,7.22,22754,0,68.84896,0,96.53,0.12,12.15,0,0.83995,0.0002,0,0,1,0,128,10,0.0824,0.00596,0.06935,0.00308,4.595655,0.033315,1.069798333,0.006046667,6.50777,0.30769,5.2174,0.6321,42.55202,0.83241,2827,-162,0,0,47,33475870,0
Guatemala,93.50771,0.37507,68.24367,0.29405,18.4,-0.6,20.8,-0.7,23,-0.8,8235,-486,3589,-208,4646,-278,27,-1,24.6,-0.8,22,-0.7,9791,-561,5486,-318,4305,-243,11.6,-0.4,4540,-298,26,0,2.66978,-0.52856,0.69362,0.68443,1073.05729,7.29373,0.01001,6.00E-05,44.79592,-8.52095,305.39093,-17.97164,0.00285,-0.00017,5.89223,0.00535,0.00005,0,7.84729,-0.00449,0.00007,0,95.4,1.2,97.2,0.1,62.82,-1.2,4.24,-0.01,2.44,0.7,1.447555556,0.029439444,0.360955556,0.000710556,25450177.39,990714.7109,14.23,-0.11,13.82,-0.13,588.8,9.67,131.96984,19.45637,71.93279857,9.644281429,21.78182,-1.03474,20.74787,-0.96307,20.45331,-0.99676,19.19072,-0.84788,33.03,-0.11,3539.4,-11.6,10716,0,31.07514,0.05153,124.05,0,502.07,-1.67,0.71883,-0.00114,1,0,1,0,122,19,0.05877,0.00368,0.10281,0.00341,6.217504286,0.979894286,1.962491429,0.948625714,4.00232,0.59545,7.6967,0.1775,40.24469,-1.30559,976.14102,-4.51091,0,0,70,17843908,1
Guyana,94.94836,0.34749,89.14989,0.61182,21.4,-0.6,24.6,-0.7,27.6,-0.7,403,0,172,0,231,0,33,-1,29.4,-0.9,25.6,-0.8,481,-4,275,-2,206,-2,17.9,-0.6,302,6,79,-4,0.43242,-0.04747,9.09914,3.03093,402.99132,11.19566,0.00205,6.00E-05,22.39535,14.34972,692.42274,81.18016,0.00352,0.00041,0,0,0,0,0,0,0,0,91.6,0.7,96.7,0.4,11.31,-5.46,3.95,0.05,3.61,2.13,4.97512,-0.031088889,0.76797,-0.042245,3894399.02,-5472.606279,5,0.41,5.05,0.38,317.21,35.89,35.85288,0.73891,70.449766,6.947999333,11.70471,-0.43047,11.10584,-0.41142,11.25286,-0.42407,10.3348,-0.38625,93.6,-0.04,18424.54,-9.21,19685,0,100,0,498.96,0,423.56,51.88,0.87442,-5.00E-05,1,0,1,0,45,0,0.00824,0.00139,0.02089,0.00873,16.785172,11.861446,3.726192,2.662106,5.35263,0.91162,208.5,0.7833,108.37379,30.06792,1695.29322,464.23322,0,0,165,808726,1
Haiti,66.32099,0.42154,36.93853,1.12108,42.9,-1.2,48,-1.2,52.8,-1.4,12924,-330,5709,-146,7215,-184,67.9,-2.1,62.5,-1.9,56.7,-1.8,16829,-493,9285,-268,7544,-225,25.2,-0.6,6855,-127,170,-6,18.34236,-0.75654,14.54513,-1.47695,172.86303,-2.22891,0.00627,-8.00E-05,22.98254,-3.17647,71.63452,-1.85022,0.0026,-7.00E-05,0,0,0,0,0,0,0,0,45.4,1,79.9,1,76.37,0.12,5.48,0.01,-3.02,-3.31,0.334786111,-0.007635556,0.437359444,-0.000288889,3770721.559,-38098.02871,16.99,0.46,16.94,0.2,226.94,-0.81,237.39833,-10.19286,66.241505,0.338106667,9.7806,-0.53413,9.69133,-0.54106,9.08662,-0.55668,9.35295,-0.56582,12.71,-0.12,350.41,-3.11,2756,0,26.84789,0,94.54,-0.01,0,0,0.7188,-0.00256,0,0,0,0,56,3,0.00631,0.00079,0.02334,-0.00099,6.991488,0.014032,0.477214,0.005464,-1.6846,-3.35241,84.1355,18.7201,38.63832,2.78303,75,-30,0,0,81,11584996,1
Iraq,97.77879,0.87639,97.86485,0.86511,19.8,-0.6,22.1,-0.6,24.2,-0.7,25562,-476,11176,-207,14386,-269,28.6,-1,26.2,-0.8,23.6,-0.8,30399,-749,17088,-416,13311,-333,15,-0.5,17487,-363,28,-3,0.00963,-0.00516,30.75197,-9.85322,1434.37632,-108.09185,0.0033,-0.00025,89.34503,-9.99187,5020.53593,-264.93702,0.01156,-0.00061,2662.04314,-55.35772,0.00613,-0.00013,3176.47537,-45.86391,0.00732,-0.0001,100,0.1,100,0.1,1.04,0.55,5.51,0.06,3.97,3.79,0.787983333,0.016817778,0.161025,0.000101667,30975449.29,1336772.351,2.39,0,2.14,0.11,117.14,4.7,793.48785,-104.64079,42.47141571,-1.478381429,42.95741,-0.6319,39.28878,-0.6877,37.96536,-0.37994,36.96199,-0.70679,1.9,0,825,0,43412.8,0,5.57563,0,51.41,-0.28,0,0,0.80146,-0.0021,0,0,1,0,501,12,0.46756,-0.00729,0.37379,0.08681,2.480886,-0.06914,2.04253,-0.060734,5.51379,2.87994,1182,-0.75,68.9902,3.14657,-3508.2,1376.9,0,0,35,44496122,0
Jamaica,90.99735,0.14578,86.6316,0.13186,9.9,-0.3,11.4,-0.4,12.9,-0.4,388,-25,165,-10,223,-15,14.9,-0.6,13.2,-0.5,11.5,-0.4,457,-30,263,-17,194,-13,11,-0.4,372,-21,3.2,-0.3,0.79636,-0.00161,6.09203,5.35165,10.22397,0.51573,0.00094,0.00004,-6.64125,1.48094,17.51775,0.27788,0.00162,3.00E-05,0,0,0,0,0,0,0,0,98.9,0.7,100,0,9.2,0.32,4.41,0.15,0.82,-0.94,1.311338333,0.000322222,0.258723333,-0.001056111,3866189.768,18550.37151,8.06,0.07,7.74,0.07,428.25,7.15,89.77629,2.82968,60.14527167,-17.78812667,15.78806,-0.97641,14.8314,-0.9014,13.99041,-0.81482,13.74569,-0.81583,54.76,0.36,593,3.88,1083,0,19.70722,0,159.46,-0.97,0,0,0.66351,-0.00223,0,0,1,0,50,1,0.00868,-0.00135,0.03304,0.00191,9.178798,2.67729,1.816916,0.604512,0.89229,-0.99763,133.3121,4.4406,50.78717,-0.90761,665.41556,-109.20504,0,0,139,2827377,1
Jordan,98.95137,0.00938,97.22149,-0.08483,11.9,-0.4,13.4,-0.4,14.7,-0.5,3210,-76,1398,-32,1812,-44,17.1,-0.5,15.5,-0.5,13.9,-0.4,3711,-71,2088,-41,1623,-30,9.1,-0.3,2199,-56,5.5,0.5,0.10625,-0.00118,-1.78438,-0.21847,439.87555,-0.97844,0.00495,-2.00E-05,147.27737,2.37769,98.72713,0.94931,0.00111,0.00001,1.0209,-0.02672,0.00001,0,1.61547,-0.02124,0.00002,0,99.9,0,100,0,8.46,1.29,3.65,-0.17,-0.32,0.13,1.087581111,-0.020162222,0.263112222,-0.006427222,10986412.02,-52613.46809,17.84,-0.13,17.7,-0.2,696.09,-7.41,21.33208,-1.62988,66.46657333,-2.594533333,25.76326,0.02058,25.87215,0.01809,24.73192,0.04861,26.467,0.00361,1.1,0,97.5,0,8879.4,1.4,12.72983,0,56.9,0,0,0,0.9655,-3.00E-05,0,0,1,0,243,9,0.04374,0.0041,0.09914,-0.00334,6.029605714,0.086788571,0.938512857,0.005485714,1.92737,0.0083,0.71,0,61.09038,-3.60744,729.71831,-225.21127,0,0,83,11285869,0
Kenya,60.86078,0.6746,35.29579,0.40515,26.7,-0.7,29.7,-0.9,32.6,-0.9,43017,-1368,19131,-622,23886,-746,42.9,-1.3,39.4,-1.4,35.9,-1.3,57117,-2056,31384,-1077,25733,-979,19.4,-0.4,28157,-731,267,-25,7.97997,-0.518,3.00624,0.23144,7794.91049,17.51426,0.0137,3.00E-05,31.28736,3.3256,701.59763,17.77195,0.00123,3.00E-05,3846.33955,-4.30441,0.00676,-1.00E-05,3942.98652,1.68667,0.00693,0,69.7,8.5,90.8,3.6,71.42,-0.21,5.08,-0.16,3.1,-0.4,0.625977778,0.00641,0.413612222,-0.008038889,32910127.61,1068936.078,9.05,-0.22,7.9,-0.51,149.75,0.94,14.97049,0.14398,69.84889571,-2.82798,12.3332,-0.04504,12.52415,-0.05597,14.33627,-0.05391,12.68054,-0.06572,6.34,0,3611.09,0,56914,0,33.58918,0,200.38,0,0,0,0.79803,-0.00286,0,0,1,0,1609,241,0.03071,-0.00025,0.0913,0.00362,5.785296667,0.022798333,1.444763333,0.005558333,5.11416,-0.53379,101.99,0.6884,23.40513,-2.0062,1098.37595,-41.06227,0,0,26,54027487,1
Republic of Korea,99.7658,0.0819,99.85401,-0.01241,2.4,-0.1,2.7,-0.1,2.9,-0.1,847,-104,372,-46,475,-58,3.4,-0.1,3.1,-0.1,2.8,-0.1,1025,-121,574,-67,451,-54,1.5,0,458,-49,58,-6,0,0,-2.78397,1.91206,445.20465,8.75638,0.00456,8.00E-05,-5.29688,0.82757,633.68628,5.53745,0.00649,5.00E-05,321.69057,3.63743,0.0033,4.00E-05,469.62513,3.65836,0.00481,3.00E-05,100,0,100,0,3.23,0.05,5.3,-0.15,1.99,-0.59,3.211878333,-0.039559444,0.100657222,-0.003206667,164529538.4,-1852079.219,26.39,-0.29,25.22,-1.42,8343.84,71.96,0.3471,-0.18237,58.55372429,1.115494286,24.37874,0.34196,24.03774,0.34107,25.04855,0.43643,21.95402,0.30279,64.52,-0.15,6297,-10,9760,8,37.579,0.09249,128.63,3.12,214.57,-123.05,0.70052,-0.0026,0,0,1,0,290,23,2.85171,-0.24231,2.60293,-0.09755,4.962307143,-0.033201429,0.969881429,-0.058845714,2.24398,-0.66342,1165.3575,64.8575,63.31364,-2.78283,9634.3,-2548.3,0,0,29,51815810,0
Lebanon,92.6,0.26573,99.06738,1.1968,7,-0.1,7.4,-0.2,7.8,-0.1,711,-60,328,-27,383,-33,9.1,-0.2,8.7,-0.1,8.1,-0.2,846,-63,459,-35,387,-28,5,-0.1,471,-39,15,2,0.13369,0.00373,-35.74267,0.01349,1.99031,0.00042,0.00019,0,-19.32811,-12.56724,6.07393,-0.94622,0.00059,-1.00E-04,4.809,-0.08825,0.00047,-0.00001,6.11938,-0.00584,0.0006,0,100,0.3,100,0,5.13,0.38,3.63,0.27,-4.2,-4.93,1.400811111,-0.012363889,0.202937778,0.009644444,9603554.508,-89991.95416,6.57,-0.64,7.05,-0.4,531.35,-77.23,99.06724,3.40622,55.61645833,3.871545,24.35773,0.15552,24.234,0.1539,23.77496,0.14734,22.7926,0.11584,13.95,0.06,142.73,0.6,1023,0,4.3751,0,61.27,0,0,0,0.93149,-1.00E-05,1,0,1,0,183,8,0.0254,0.00581,0.10157,-0.00134,6.416336667,-0.003331667,3.504571667,0.00029,-7.15725,-5.45508,1554,46.5,47.09959,2.97331,1361.08981,-1296.91403,0,0,122,5489740,0
Lesotho,72.87738,0.40481,48.42792,1.91232,53.8,-0.8,60,-0.8,65.9,-0.9,3558,-59,1577,-27,1981,-32,83.7,0.6,77.2,0.8,70.2,0.8,4588,36,2524,14,2064,22,36.5,-0.5,2178,-39,654,-5,19.01308,-1.36342,-49.68083,3.71403,5.59632,0.41306,0.00018,0.00001,29.95553,1.20502,43.08713,0.39953,0.00142,0.00001,36.35019,-1.65884,0.0012,-5.00E-05,46.71765,-0.81409,0.00154,-3.00E-05,44.6,-2.4,74.4,3.7,39.47,-0.75,7.92,-0.16,-2,0.71,1.684329444,0.036777778,1.440475,0.021493889,3579647.507,106070.2448,18.6,0.02,16.91,0.28,193.45,-3.8,0.2679,-0.00337,89.239798,-1.33782,18.5466,-0.25675,17.59755,-0.20198,17.35353,-0.21316,17.0272,-0.16944,1.14,0,34.52,0,3036,0,16.48899,0,73.72,0,0,0,0.9414,-1.00E-05,0,0,1,0,29,1,0.00559,-0.00066,0.01043,-0.00059,6.135388,0.003262,0.522738,0,0.9275,0.85596,14.4484,1.2145,125.4696,-7.91616,35.73259,-92.96741,0,0,147,2305826,1
Liberia,74.16096,0.49918,20.76197,0.56988,53.8,-1.2,59.6,-1.3,65,-1.4,9470,-162,4202,-74,5268,-88,86.5,-2.1,80.6,-2,74.2,-2,12791,-276,7001,-142,5790,-134,31,-0.4,4983,-53,308,0,37.96077,-0.90206,-8.74153,-6.68191,19.93401,-1.45956,0.00021,-0.00001,59.2599,7.12457,92.83207,4.15289,0.00096,0.00004,0.21089,0.02949,0,0,7.2765,0.53813,0.00008,0.00001,23.1,0.3,37,-0.2,89.71,-4.71,13.76,1.83,-4.16,-3.46,0.765466111,-0.006391667,1.403648333,0.053693889,3779395.516,59829.8109,4.03,-0.51,3.75,-0.13,21.79,-3.77,106.45779,-4.99743,71.75494714,-3.617749524,40.52906,-0.35407,35.79581,0.11996,33.40529,0.30145,32.50276,0.40336,79.4,-0.31,7647.7,-30.26,9632,0,15.78735,0,205.4,0,0,0,0.90115,-9.00E-05,0,0,1,0,16,1,0.00286,5.00E-05,0.00534,-0.00043,3.855265,-0.000138333,0.577413333,0,-2.4673,-3.62488,1,0,47.47565,-1.929,86.68,-42.45,0,0,120,5302681,1
Madagascar,51.17221,0.76997,13.16934,0.52229,40.5,0.1,45.3,0.1,49.8,0.1,38987,614,17117,276,21870,338,71.4,0.3,66.1,0.3,60.4,0.1,56281,994,31022,556,25259,438,24.1,0.1,21005,334,233,0,34.77485,-0.38251,-4.01927,-0.00627,1951.4218,-0.12757,0.00335,0,26.55748,6.7087,4409.27627,233.7317,0.00758,0.0004,44.71473,0.16036,0.00008,0,63.12697,0.89168,0.00011,0,31,-5.5,60.7,-10.5,82.52,-1.24,8.56,0.06,1.81,1.22,0.429172222,-0.003815,0.87776,-0.022628889,11574453.37,203204.8699,8.82,0.01,10.09,0.72,42.25,0.82,1.06889,-0.0272,70.257796,-0.130516,18.42748,-0.1051,16.02251,-0.11756,16.74053,-0.08609,14.73229,-0.13149,21.39,-0.02,12443.03,-13.21,58180,0,26.58303,0,163.2,0,1.3,0,0.7516,-0.0019,1,0,1,0,81,8,0.01418,-0.00173,0.02039,-0.0001,7.264242,0.140806,0.541048,0.013362,4.41123,1.21687,3618.3219,283.5696,47.06245,-5.05225,474.31143,121.75981,0,0,50,29611714,1
Mauritania,72.54431,1.74896,49.58939,2.0435,30.1,-0.8,33.8,-0.9,37.3,-1,4947,-41,2170,-19,2777,-22,47.4,-1.5,43.2,-1.4,38.7,-1.3,6261,-96,3496,-52,2765,-44,23.7,-0.5,3498,-35,89,-4,30.45533,-1.21792,5.11538,-0.03074,54.14278,-0.01583,0.00005,0,75.83965,1.17162,1509.09957,10.05516,0.00146,0.00001,127.50108,0.22458,0.00012,0,323.37205,13.59113,0.00031,0.00001,44.9,1.3,85.5,1.9,24.98,-0.19,3.17,-0.08,2.58,0.52,1.39093,-0.06395,0.900418333,-0.070272222,6294929.207,-111357.4107,6.08,-0.23,5.9,-0.44,101.6,-1.13,835.64147,-13.38647,29.41618833,-14.9080531,51.28711,-0.43771,41.98461,-0.5955,38.62039,-0.92774,35.06875,-0.81688,0.31,0,318.3,-5.4,103070,0,11.17214,0,52.95,0.15,0,0,0.97567,-0.00022,0,0,1,0,15,0,0.01192,0.00142,0.0182,0.00214,4.756462,0.046998,1.826022,0.003464,5.29664,0.52447,36.6908,1.0133,71.73208,1.68505,886.91636,114.02588,0,0,126,4736139,1
Mauritius,99.9622,0.03474,76.8657368,0.513841436,12.9,0.5,14.5,0.7,15.9,0.7,193,5,84,2,109,3,17.4,0.6,15.9,0.5,14.3,0.5,212,4,118,2,94,2,10.1,0.4,134,4,12,-1,6.901644629,-0.358239371,3.30959,-2.67388,12.9672,-0.33562,0.00639,-0.00016,134.89664,16.01853,6.35508,0.43338,0.00313,0.00021,0,0,0,0,0,0,0,0,100,0.2,100,0.5,8.94,-0.25,2.13,-0.02,2.73,-1.21,1.769222222,0.026023889,0.165874444,-0.003031111,2246328.172,37374.35166,11.57,-0.26,10.52,-0.8,1237.04,6.13,13.72252,1.6832,66.313568,-1.299546,10.47694,0.03087,10.48182,0.03316,11.13357,0.02995,10.52566,0.05366,19.08,0.02,38.73,0.04,203,0,9.63851,0,124.19,0,0,0,0.4133,-0.00541,0,0,1,0,22,2,0.01169,-0.00041,0.02894,0.00038,15.26087333,9.44,3.597201667,2.099743333,2.89146,-1.11528,35.4735,1.5391,54.16188,-0.31129,444.07776,-16.43361,4,0.031746032,158,1299469,0
Morocco,84.98185,0.94847,86.32823,0.92476,14.9,-0.7,16.7,-0.8,18.4,-0.9,11204,-667,4889,-290,6315,-377,21.4,-0.9,19.5,-0.9,17.6,-0.7,13127,-771,7353,-435,5774,-336,12.1,-0.5,8035,-475,97,-2,0.79088,-1.01759,22.31714,-4.49453,141.11787,-5.18536,0.00032,-1.00E-05,64.38398,7.47544,311.0294,14.14422,0.0007,0.00003,427.36239,-9.20923,0.00096,-2.00E-05,552.06981,-3.8458,0.00124,-0.00001,99.6,1.5,100,0.7,10.57,-0.29,3.33,0.15,-3.11,-1.01,1.148566111,0.020562778,0.352563889,-0.001795,41890197.18,1249198.22,15,-0.06,14.76,-0.11,434.5,-15.84,12.72008,1.99863,63.38485,2.597971429,13.72703,-0.11547,13.44048,-0.14068,13.20429,-0.19191,12.79628,-0.20101,12.84,0.02,5732.09,10.5,44630,0,59.45538,0.1518,39.83,0.06,0,0,0.88585,-0.00079,1,1,1,0,998,28,0.15321,0.00687,0.26236,0.00484,6.543963333,0.107155,1.418581667,-0.026768333,2.89097,-0.17467,9.6171,0.231,61.95007,-0.59608,1719.96145,-1838.91741,0,0,39,37457971,1
Mozambique,57.57537,2.16138,33.35031,1.40359,49.4,-1.6,53.6,-1.6,57.5,-1.7,59533,-678,27237,-358,32296,-320,78.2,-2.8,73.5,-2.8,68.8,-2.6,80655,-1507,43295,-742,37360,-765,28.7,-0.7,32424,-196,361,0,24.74128,-1.73911,-1.79158,-0.41183,8278.12574,-34.71371,0.01053,-4.00E-05,16.19232,0.56906,2677.39789,13.11269,0.0034,0.00001,2321.54183,-34.37862,0.00295,-5.00E-05,2681.79147,-22.97106,0.00341,-3.00E-05,29.7,-1.4,72.3,0.1,78.34,-1.47,11.9,-0.15,-0.6,-1.04,0.322196111,-0.034500556,0.538222222,-0.053776667,9783845.254,-737311.9662,7.88,-0.07,8.83,0.11,47.31,-0.73,0.25064,0.05969,78.09555333,-8.403965,17.51395,-0.206,16.44818,-0.23242,16.16548,-0.18207,15.98964,-0.24257,47.01,-0.33,36966.11,-258.06,78638,0,39.59842,0,101.37,0,50.75,0,0.79493,-0.00449,0,0,0,0,225,3,0.02455,-0.00109,0.03841,0.00337,9.648058,3.886232,1.057234,0.39068,2.31461,-1.1292,62.5483,2.2221,78.60279,-1.93393,2211.65443,-491.37686,0,0,48,32969519,0
Namibia,84.83948,0.44817,34.96077,0.28102,27.6,-0.6,30.7,-0.8,33.8,-0.7,2134,-53,954,-24,1180,-29,45.6,-1.7,41.9,-1.7,38,-1.5,2908,-117,1594,-62,1314,-55,20.3,-0.3,1412,-31,486,-38,39.03531,-0.81819,13.29462,-3.39453,300.80088,-9.01258,0.00037,-0.00001,35.1871,10.53543,3945.46068,307.47847,0.00479,0.00037,38.38974,0.27668,0.00005,0,58.77692,0.92206,0.00007,0,53.3,1,74.5,0.1,30.23,-0.62,3.48,0.03,-2.58,-1.91,2.977811667,-0.070503889,0.665495556,0.004448889,7461402.564,29603.73436,12.99,0.69,12.52,0.22,596.75,17.01,18.60155,-36.22755,61.22677667,-8.229714762,13.13432,-0.0399,11.81074,-0.07165,12.33809,-0.0977,10.80783,-0.115,8.15,-0.09,6709.91,-71.01,82329,0,86.17832,0,67.4,0,387.23,175.22,0.96952,0,1,0,1,0,10,3,0.0329,-0.0054,0.04182,0,10.04064667,0.011011667,2.27686,0.00847,-0.83915,-1.89909,14.4484,1.2145,114.35243,-0.95913,-178.92567,-387.48243,0,0,145,2567013,1
